Time,x,ppb,ppb_bias
2025/2/8 08:10,32.17,-84.51965594,215.4803441
2025/2/8 08:11,32.18,-24.16416907,275.8358309
2025/2/8 08:12,32.2,-62.56884618,237.4311538
2025/2/8 08:13,32.22,-38.35340367,261.6465963
2025/2/8 08:14,32.23,16.77729991,316.7772999
2025/2/8 08:15,32.25,34.93468181,334.9346818
2025/2/8 08:16,32.27,-2.129359586,297.8706404
2025/2/8 08:17,32.28,12.44963376,312.4496338
2025/2/8 08:18,32.3,-22.18513541,277.8148646
2025/2/8 08:19,32.32,-22.94113299,277.058867
2025/2/8 08:20,32.33,-41.4681137,258.5318863
2025/2/8 08:21,32.35,12.2513944,312.2513944
2025/2/8 08:22,32.37,-9.339896512,290.6601035
2025/2/8 08:23,32.38,-31.1260668,268.8739332
2025/2/8 08:24,32.4,-29.29487266,270.7051273
2025/2/8 08:25,32.42,-17.21571131,282.7842887
2025/2/8 08:26,32.43,-5.156709899,294.8432901
2025/2/8 08:27,32.45,4.241180028,304.24118
2025/2/8 08:28,32.47,-3.889993952,296.110006
2025/2/8 08:29,32.48,-18.17330825,281.8266918
2025/2/8 08:30,32.5,-41.61259324,258.3874068
2025/2/8 08:31,32.52,-54.20247295,245.7975271
2025/2/8 08:32,32.53,-28.78751428,271.2124857
2025/2/8 08:33,32.55,-63.66084269,236.3391573
2025/2/8 08:34,32.57,-13.89604193,286.1039581
2025/2/8 08:35,32.58,-33.41085949,266.5891405
2025/2/8 08:36,32.6,-20.48162086,279.5183791
2025/2/8 08:37,32.62,-34.61037565,265.3896244
2025/2/8 08:38,32.63,-66.97379208,233.0262079
2025/2/8 08:39,32.65,-47.54969424,252.4503058
2025/2/8 08:40,32.67,-24.9067267,275.0932733
2025/2/8 08:41,32.68,20.32880855,320.3288086
2025/2/8 08:42,32.7,-1.937840199,298.0621598
2025/2/8 08:43,32.72,-19.38962435,280.6103757
2025/2/8 08:44,32.73,-8.254619985,291.74538
2025/2/8 08:45,32.75,-56.27894631,243.7210537
2025/2/8 08:46,32.77,-42.8121094,257.1878906
2025/2/8 08:47,32.78,-62.74692561,237.2530744
2025/2/8 08:48,32.8,-20.30018144,279.6998186
2025/2/8 08:49,32.82,-37.66796586,262.3320341
2025/2/8 08:50,32.83,-113.5835629,186.4164371
2025/2/8 08:51,32.85,-75.97520328,224.0247967
2025/2/8 08:52,32.87,-53.95047376,246.0495262
2025/2/8 08:53,32.88,-64.38324037,235.6167596
2025/2/8 08:54,32.9,-61.52052953,238.4794705
2025/2/8 08:55,32.92,-71.17713863,228.8228614
2025/2/8 08:56,32.93,-53.14071635,246.8592837
2025/2/8 08:57,32.95,-14.61507963,285.3849204
2025/2/8 08:58,32.97,-18.69746657,281.3025334
2025/2/8 08:59,32.98,20.16752906,320.1675291
2025/2/8 09:00,33,-17.73650964,282.2634904
2025/2/8 09:01,33.02,-51.63880116,248.3611988
2025/2/8 09:02,33.03,3.481822458,303.4818225
2025/2/8 09:03,33.05,-64.48404005,235.51596
2025/2/8 09:04,33.07,44.30905181,344.3090518
2025/2/8 09:05,33.08,-53.19783617,246.8021638
2025/2/8 09:06,33.1,0.955110544,300.9551105
2025/2/8 09:07,33.12,-56.63174518,243.3682548
2025/2/8 09:08,33.13,-1.991600027,298.0084
2025/2/8 09:09,33.15,-63.73476245,236.2652376
2025/2/8 09:10,33.17,1.119750017,301.11975
2025/2/8 09:11,33.18,44.41321148,344.4132115
2025/2/8 09:12,33.2,23.52415832,323.5241583
2025/2/8 09:13,33.22,-39.51595995,260.4840401
2025/2/8 09:14,33.23,-85.9375714,214.0624286
2025/2/8 09:15,33.25,-67.22915127,232.7708487
2025/2/8 09:16,33.27,-71.69457698,228.305423
2025/2/8 09:17,33.28,-30.64222834,269.3577717
2025/2/8 09:18,33.3,-43.85706606,256.1429339
2025/2/8 09:19,33.32,-49.70680734,250.2931927
2025/2/8 09:20,33.33,-3.365835629,296.6341644
2025/2/8 09:21,33.35,-123.5963309,176.4036691
2025/2/8 09:22,33.37,-134.5801357,165.4198643
2025/2/8 09:23,33.38,-12.28324709,287.7167529
2025/2/8 09:24,33.4,-16.87299241,283.1270076
2025/2/8 09:25,33.42,-113.9733217,186.0266783
2025/2/8 09:26,33.43,-91.83099254,208.1690075
2025/2/8 09:27,33.45,-44.85834285,255.1416572
2025/2/8 09:28,33.47,-64.64531953,235.3546805
2025/2/8 09:29,33.48,-64.26900074,235.7309993
2025/2/8 09:30,33.5,-94.23338485,205.7666152
2025/2/8 09:31,33.52,-40.75243599,259.247564
2025/2/8 09:32,33.53,-80.42046905,219.579531
2025/2/8 09:33,33.55,-118.6101068,181.3898932
2025/2/8 09:34,33.57,-39.85867885,260.1413212
2025/2/8 09:35,33.58,-6.205026544,293.7949735
2025/2/8 09:36,33.6,-87.72508568,212.2749143
2025/2/8 09:37,33.62,-52.16631947,247.8336805
2025/2/8 09:38,33.63,-19.83650292,280.1634971
2025/2/8 09:39,33.65,-6.71238492,293.2876151
2025/2/8 09:40,33.67,-58.06646059,241.9335394
2025/2/8 09:41,33.68,-73.57953095,226.4204691
2025/2/8 09:42,33.7,-2.576238156,297.4237618
2025/2/8 09:43,33.72,36.39627713,336.3962771
2025/2/8 09:44,33.73,-57.83126134,242.1687387
2025/2/8 09:45,33.75,-137.4260466,162.5739534
2025/2/8 09:46,33.77,-63.56676299,236.433237
2025/2/8 09:47,33.78,-61.50708958,238.4929104
2025/2/8 09:48,33.8,7.221490491,307.2214905
2025/2/8 09:49,33.82,24.562395,324.562395
2025/2/8 09:50,33.83,-153.553995,146.446005
2025/2/8 09:51,33.85,-102.2637592,197.7362408
2025/2/8 09:52,33.87,-80.10463007,219.8953699
2025/2/8 09:53,33.88,22.29440226,322.2944023
2025/2/8 09:54,33.9,-42.94314898,257.056851
2025/2/8 09:55,33.92,-76.88240038,223.1175996
2025/2/8 09:56,33.93,-26.01888314,273.9811169
2025/2/8 09:57,33.95,14.9998656,314.9998656
2025/2/8 09:58,33.97,2.527585512,302.5275855
2025/2/8 09:59,33.98,-57.26342316,242.7365768
2025/2/8 10:00,34,-134.6910154,165.3089846
2025/2/8 10:01,34.02,-63.89268194,236.1073181
2025/2/8 10:02,34.03,-26.6572811,273.3427189
2025/2/8 10:03,34.05,-21.15361871,278.8463813
2025/2/8 10:04,34.07,-78.0617566,221.9382434
2025/2/8 10:05,34.08,-62.98884484,237.0111552
2025/2/8 10:06,34.1,-37.51676635,262.4832337
2025/2/8 10:07,34.12,-118.4891472,181.5108528
2025/2/8 10:08,34.13,0.945030576,300.9450306
2025/2/8 10:09,34.15,8.239567233,308.2395672
2025/2/8 10:10,34.17,-81.71406491,218.2859351
2025/2/8 10:11,34.18,-41.26651435,258.7334857
2025/2/8 10:12,34.2,4.651098716,304.6510987
2025/2/8 10:13,34.22,-2.663597876,297.3364021
2025/2/8 10:14,34.23,-130.2356696,169.7643304
2025/2/8 10:15,34.25,-13.77172233,286.2282777
2025/2/8 10:16,34.27,-62.46468651,237.5353135
2025/2/8 10:17,34.28,-70.17922183,229.8207782
2025/2/8 10:18,34.3,-56.03702708,243.9629729
2025/2/8 10:19,34.32,-3.120556414,296.8794436
2025/2/8 10:20,34.33,-61.33573013,238.6642699
2025/2/8 10:21,34.35,-6.917344264,293.0826557
2025/2/8 10:22,34.37,-106.3091862,193.6908138
2025/2/8 10:23,34.38,-192.0729118,107.9270882
2025/2/8 10:24,34.4,-78.78415429,221.2158457
2025/2/8 10:25,34.42,16.6865802,316.6865802
2025/2/8 10:26,34.43,-57.41126268,242.5887373
2025/2/8 10:27,34.45,-110.2504536,189.7495464
2025/2/8 10:28,34.47,-115.0149184,184.9850816
2025/2/8 10:29,34.48,-79.56031181,220.4396882
2025/2/8 10:30,34.5,-84.85229487,215.1477051
2025/2/8 10:31,34.52,-91.32699415,208.6730059
2025/2/8 10:32,34.53,39.44714737,339.4471474
2025/2/8 10:33,34.55,-8.059740609,291.9402594
2025/2/8 10:34,34.57,-102.6803978,197.3196022
2025/2/8 10:35,34.58,-14.97123849,285.0287615
2025/2/8 10:36,34.6,19.80465023,319.8046502
2025/2/8 10:37,34.62,-159.5582958,140.4417042
2025/2/8 10:38,34.63,-138.7666823,161.2333177
2025/2/8 10:39,34.65,-44.87850279,255.1214972
2025/2/8 10:40,34.67,1.099590081,301.0995901
2025/2/8 10:41,34.68,-52.08903972,247.9109603
2025/2/8 10:42,34.7,-109.5650158,190.4349842
2025/2/8 10:43,34.72,-21.72481688,278.2751831
2025/2/8 10:44,34.73,-157.3709428,142.6290572
2025/2/8 10:45,34.75,-91.9687521,208.0312479
2025/2/8 10:46,34.77,-77.83999731,222.1600027
2025/2/8 10:47,34.78,-87.86956522,212.1304348
2025/2/8 10:48,34.8,-54.48807204,245.511928
2025/2/8 10:49,34.82,-4.437672199,295.5623278
2025/2/8 10:50,34.83,-99.41448827,200.5855117
2025/2/8 10:51,34.85,-43.63194678,256.3680532
2025/2/8 10:52,34.87,-128.1255964,171.8744036
2025/2/8 10:53,34.88,-116.5067536,183.4932464
2025/2/8 10:54,34.9,-42.70794973,257.2920503
2025/2/8 10:55,34.92,32.63308917,332.6330892
2025/2/8 10:56,34.93,-65.68355621,234.3164438
2025/2/8 10:57,34.95,-79.72495128,220.2750487
2025/2/8 10:58,34.97,-27.5947181,272.4052819
2025/2/8 10:59,34.98,-68.53282709,231.4671729
2025/2/8 11:00,35,-70.90833949,229.0916605
2025/2/8 11:01,35.02,-108.0093408,191.9906592
2025/2/8 11:02,35.03,-104.6728714,195.3271286
2025/2/8 11:03,35.05,-124.0432095,175.9567905
2025/2/8 11:04,35.07,-52.4687185,247.5312815
2025/2/8 11:05,35.08,-68.3749076,231.6250924
2025/2/8 11:06,35.1,-74.6244876,225.3755124
2025/2/8 11:07,35.12,-72.67569384,227.3243062
2025/2/8 11:08,35.13,7.634769169,307.6347692
2025/2/8 11:09,35.15,-90.32235737,209.6776426
2025/2/8 11:10,35.17,-137.2278073,162.7721927
2025/2/8 11:11,35.18,-85.25213359,214.7478664
2025/2/8 11:12,35.2,-108.1571803,191.8428197
2025/2/8 11:13,35.22,31.38989315,331.3898932
2025/2/8 11:14,35.23,-66.80579262,233.1942074
2025/2/8 11:15,35.25,-76.85552046,223.1444795
2025/2/8 11:16,35.27,-55.97318729,244.0268127
2025/2/8 11:17,35.28,-49.10200927,250.8979907
2025/2/8 11:18,35.3,-16.4361938,283.5638062
2025/2/8 11:19,35.32,-96.22921847,203.7707815
2025/2/8 11:20,35.33,-179.1671931,120.8328069
2025/2/8 11:21,35.35,-113.8490021,186.1509979
2025/2/8 11:22,35.37,-82.97070089,217.0292991
2025/2/8 11:23,35.38,-51.64888112,248.3511189
2025/2/8 11:24,35.4,-132.5103824,167.4896176
2025/2/8 11:25,35.42,-181.9156643,118.0843357
2025/2/8 11:26,35.43,-60.126134,239.873866
2025/2/8 11:27,35.45,-102.1663195,197.8336805
2025/2/8 11:28,35.47,-170.6597003,129.3402997
2025/2/8 11:29,35.48,-26.6236812,273.3763188
2025/2/8 11:30,35.5,-49.88824676,250.1117532
2025/2/8 11:31,35.52,-47.70761374,252.2923863
2025/2/8 11:32,35.53,-56.84678449,243.1532155
2025/2/8 11:33,35.55,-85.46717291,214.5328271
2025/2/8 11:34,35.57,10.4370002,310.4370002
2025/2/8 11:35,35.58,-84.54653585,215.4534642
2025/2/8 11:36,35.6,-47.97305289,252.0269471
2025/2/8 11:37,35.62,-104.807271,195.192729
2025/2/8 11:38,35.63,-114.1178012,185.8821988
2025/2/8 11:39,35.65,-82.08702372,217.9129763
2025/2/8 11:40,35.67,-166.2581144,133.7418856
2025/2/8 11:41,35.68,-7.895101136,292.1048989
2025/2/8 11:42,35.7,17.53665748,317.5366575
2025/2/8 11:43,35.72,-198.238492,101.761508
2025/2/8 11:44,35.73,-85.24205363,214.7579464
2025/2/8 11:45,35.75,-122.2388952,177.7611048
2025/2/8 11:46,35.77,-124.6345676,175.3654324
2025/2/8 11:47,35.78,-83.6561387,216.3438613
2025/2/8 11:48,35.8,-51.89416034,248.1058397
2025/2/8 11:49,35.82,-32.02318393,267.9768161
2025/2/8 11:50,35.83,-31.43518581,268.5648142
2025/2/8 11:51,35.85,-47.4992944,252.5007056
2025/2/8 11:52,35.87,-154.0882333,145.9117667
2025/2/8 11:53,35.88,-45.68490021,254.3150998
2025/2/8 11:54,35.9,-14.26900074,285.7309993
2025/2/8 11:55,35.92,-147.4589745,152.5410255
2025/2/8 11:56,35.93,2.776224716,302.7762247
2025/2/8 11:57,35.95,-18.17666823,281.8233318
2025/2/8 11:58,35.97,16.22290169,316.2229017
2025/2/8 11:59,35.98,-17.56515019,282.4348498
2025/2/8 12:00,36,-28.87823399,271.121766
2025/2/8 12:01,36.02,21.13520597,321.135206
2025/2/8 12:02,36.03,-94.95578254,205.0442175
2025/2/8 12:03,36.05,-15.3139574,284.6860426
2025/2/8 12:04,36.07,-32.37262281,267.6273772
2025/2/8 12:05,36.08,5.827094953,305.827095
2025/2/8 12:06,36.1,-47.30441503,252.695585
2025/2/8 12:07,36.12,58.35044688,358.3504469
2025/2/8 12:08,36.13,45.92184665,345.9218467
2025/2/8 12:09,36.15,-16.33203414,283.6679659
2025/2/8 12:10,36.17,-49.58584773,250.4141523
2025/2/8 12:11,36.18,-15.67683623,284.3231638
2025/2/8 12:12,36.2,-33.47469928,266.5253007
2025/2/8 12:13,36.22,27.48558565,327.4855857
2025/2/8 12:14,36.23,9.677642632,309.6776426
2025/2/8 12:15,36.25,-55.79846784,244.2015322
2025/2/8 12:16,36.27,-78.71023453,221.2897655
2025/2/8 12:17,36.28,-2.304079027,297.695921
2025/2/8 12:18,36.3,-77.45359855,222.5464015
2025/2/8 12:19,36.32,-60.22693367,239.7730663
2025/2/8 12:20,36.33,-66.24803441,233.7519656
2025/2/8 12:21,36.35,-95.31866138,204.6813386
2025/2/8 12:22,36.37,-89.05228143,210.9477186
2025/2/8 12:23,36.38,-147.8722532,152.1277468
2025/2/8 12:24,36.4,-129.9164707,170.0835293
2025/2/8 12:25,36.42,-161.066931,138.933069
2025/2/8 12:26,36.43,-116.0901149,183.9098851
2025/2/8 12:27,36.45,-1.104562865,298.8954371
2025/2/8 12:28,36.47,51.42550904,351.425509
2025/2/8 12:29,36.48,6.841811706,306.8418117
2025/2/8 12:30,36.5,-140.8364357,159.1635643
2025/2/8 12:31,36.52,-82.34574289,217.6542571
2025/2/8 12:32,36.53,-104.0613534,195.9386466
2025/2/8 12:33,36.55,16.5320207,316.5320207
2025/2/8 12:34,36.57,-94.27370472,205.7262953
2025/2/8 12:35,36.58,-48.36617163,251.6338284
2025/2/8 12:36,36.6,-58.83253814,241.1674619
2025/2/8 12:37,36.62,48.62663799,348.626638
2025/2/8 12:38,36.63,-39.55627982,260.4437202
2025/2/8 12:39,36.65,-137.923325,162.076675
2025/2/8 12:40,36.67,-148.7828103,151.2171897
2025/2/8 12:41,36.68,-44.20650494,255.7934951
2025/2/8 12:42,36.7,-68.05234863,231.9476514
2025/2/8 12:43,36.72,2.856864458,302.8568645
2025/2/8 12:44,36.73,-45.13050198,254.869498
2025/2/8 12:45,36.75,-46.69961696,253.300383
2025/2/8 12:46,36.77,-71.04609905,228.953901
2025/2/8 12:47,36.78,0.454472146,300.4544721
2025/2/8 12:48,36.8,-24.60096768,275.3990323
2025/2/8 12:49,36.82,-105.3415093,194.6584907
2025/2/8 12:50,36.83,-114.3933203,185.6066797
2025/2/8 12:51,36.85,-36.49532961,263.5046704
2025/2/8 12:52,36.87,-80.21214972,219.7878503
2025/2/8 12:53,36.88,75.6241516,375.6241516
2025/2/8 12:54,36.9,-104.2226329,195.7773671
2025/2/8 12:55,36.92,71.00416639,371.0041664
2025/2/8 12:56,36.93,-49.02136953,250.9786305
2025/2/8 12:57,36.95,-61.00981117,238.9901888
2025/2/8 12:58,36.97,2.252066393,302.2520664
2025/2/8 12:59,36.98,-135.0068544,164.9931456
2025/2/8 13:00,37,15.36610443,315.3661044
2025/2/8 13:01,37.02,6.347893287,306.3478933
2025/2/8 13:02,37.03,-17.66258988,282.3374101
2025/2/8 13:03,37.05,-21.28801828,278.7119817
2025/2/8 13:04,37.07,-55.13990995,244.8600901
2025/2/8 13:05,37.08,-82.59102211,217.4089779
2025/2/8 13:06,37.1,15.94402258,315.9440226
2025/2/8 13:07,37.12,-65.5625966,234.4374034
2025/2/8 13:08,37.13,45.55896781,345.5589678
2025/2/8 13:09,37.15,2.346146092,302.3461461
2025/2/8 13:10,37.17,-6.917344264,293.0826557
2025/2/8 13:11,37.18,78.89678113,378.8967811
2025/2/8 13:12,37.2,-80.29614945,219.7038506
2025/2/8 13:13,37.22,-111.6717291,188.3282709
2025/2/8 13:14,37.23,-105.6607083,194.3392917
2025/2/8 13:15,37.25,-27.14111955,272.8588805
2025/2/8 13:16,37.27,-7.152543512,292.8474565
2025/2/8 13:17,37.28,-49.70008736,250.2999126
2025/2/8 13:18,37.3,-30.04415026,269.9558497
2025/2/8 13:19,37.32,-40.26187756,259.7381224
2025/2/8 13:20,37.33,-85.2487736,214.7512264
2025/2/8 13:21,37.35,-107.7069417,192.2930583
2025/2/8 13:22,37.37,7.460049728,307.4600497
2025/2/8 13:23,37.38,-149.2128889,150.7871111
2025/2/8 13:24,37.4,-182.943821,117.056179
2025/2/8 13:25,37.42,-110.0555742,189.9444258
2025/2/8 13:26,37.43,-170.1792218,129.8207782
2025/2/8 13:27,37.45,-154.7803911,145.2196089
2025/2/8 13:28,37.47,-83.27645992,216.7235401
2025/2/8 13:29,37.48,-205.8387877,94.1612123
2025/2/8 13:30,37.5,-119.5240239,180.4759761
2025/2/8 13:31,37.52,-56.90054432,243.0994557
2025/2/8 13:32,37.53,-107.5859821,192.4140179
2025/2/8 13:33,37.55,-126.9260802,173.0739198
2025/2/8 13:34,37.57,-180.4137491,119.5862509
2025/2/8 13:35,37.58,-132.4062227,167.5937773
2025/2/8 13:36,37.6,-40.21147772,259.7885223
2025/2/8 13:37,37.62,-132.3390229,167.6609771
2025/2/8 13:38,37.63,-69.56434379,230.4356562
2025/2/8 13:39,37.65,-140.1543579,159.8456421
2025/2/8 13:40,37.67,-66.69827297,233.301727
2025/2/8 13:41,37.68,-77.64511794,222.3548821
2025/2/8 13:42,37.7,-61.36597003,238.63403
2025/2/8 13:43,37.72,-117.7701095,182.2298905
2025/2/8 13:44,37.73,-106.4402258,193.5597742
2025/2/8 13:45,37.75,-121.0292991,178.9707009
2025/2/8 13:46,37.77,-97.53289429,202.4671057
2025/2/8 13:47,37.78,-108.1639003,191.8360997
2025/2/8 13:48,37.8,-97.76137356,202.2386264
2025/2/8 13:49,37.82,-76.29104227,223.7089577
2025/2/8 13:50,37.83,-63.37188361,236.6281164
2025/2/8 13:51,37.85,-63.53652308,236.4634769
2025/2/8 13:52,37.87,-3.564074995,296.435925
2025/2/8 13:53,37.88,-50.41576507,249.5842349
2025/2/8 13:54,37.9,-4.803911027,295.196089
2025/2/8 13:55,37.92,-50.56696459,249.4330354
2025/2/8 13:56,37.93,-0.607284457,299.3927155
2025/2/8 13:57,37.95,-38.59868288,261.4013171
2025/2/8 13:58,37.97,31.87037161,331.8703716
2025/2/8 13:59,37.98,7.117330825,307.1173308
2025/2/8 14:00,38,3.948860964,303.948861
2025/2/8 14:01,38.02,97.59848128,397.5984813
2025/2/8 14:02,38.03,59.78516229,359.7851623
2025/2/8 14:03,38.05,-14.34964048,285.6503595
2025/2/8 14:04,38.07,32.05517102,332.055171
2025/2/8 14:05,38.08,14.19346818,314.1934682
2025/2/8 14:06,38.1,28.23822324,328.2382232
2025/2/8 14:07,38.12,-75.93488341,224.0651166
2025/2/8 14:08,38.13,-40.85323567,259.1467643
2025/2/8 14:09,38.15,12.64787313,312.6478731
2025/2/8 14:10,38.17,-79.71151132,220.2884887
2025/2/8 14:11,38.18,-50.28472549,249.7152745
2025/2/8 14:12,38.2,4.395739534,304.3957395
2025/2/8 14:13,38.22,-27.28895908,272.7110409
2025/2/8 14:14,38.23,-33.02446072,266.9755393
2025/2/8 14:15,38.25,-62.3739668,237.6260332
2025/2/8 14:16,38.27,-37.57052617,262.4294738
2025/2/8 14:17,38.28,-51.00376319,248.9962368
2025/2/8 14:18,38.3,53.76742154,353.7674215
2025/2/8 14:19,38.32,-136.4785297,163.5214703
2025/2/8 14:20,38.33,-97.60681406,202.3931859
2025/2/8 14:21,38.35,-147.005376,152.994624
2025/2/8 14:22,38.37,-112.7099657,187.2900343
2025/2/8 14:23,38.38,-121.0897789,178.9102211
2025/2/8 14:24,38.4,-51.15832269,248.8416773
2025/2/8 14:25,38.42,-48.64505074,251.3549493
2025/2/8 14:26,38.43,-43.16490827,256.8350917
2025/2/8 14:27,38.45,-70.27666151,229.7233385
2025/2/8 14:28,38.47,-66.87971238,233.1202876
2025/2/8 14:29,38.48,6.438612996,306.438613
2025/2/8 14:30,38.5,-134.2810967,165.7189033
2025/2/8 14:31,38.52,-93.37322761,206.6267724
2025/2/8 14:32,38.53,-81.65358511,218.3464149
2025/2/8 14:33,38.55,-100.7114441,199.2885559
2025/2/8 14:34,38.57,-28.20623614,271.7937639
2025/2/8 14:35,38.58,8.679725825,308.6797258
2025/2/8 14:36,38.6,-56.48726564,243.5127344
2025/2/8 14:37,38.62,-75.20576574,224.7942343
2025/2/8 14:38,38.63,-18.30770782,281.6922922
2025/2/8 14:39,38.65,-61.82292857,238.1770714
2025/2/8 14:40,38.67,-75.45104496,224.548955
2025/2/8 14:41,38.68,-92.91290908,207.0870909
2025/2/8 14:42,38.7,-66.44291378,233.5570862
2025/2/8 14:43,38.72,-76.97312009,223.0268799
2025/2/8 14:44,38.73,-31.91566427,268.0843357
2025/2/8 14:45,38.75,-14.98131846,285.0186815
2025/2/8 14:46,38.77,-46.16537867,253.8346213
2025/2/8 14:47,38.78,-14.85027888,285.1497211
2025/2/8 14:48,38.8,-93.33290773,206.6670923
2025/2/8 14:49,38.82,-55.33814932,244.6618507
2025/2/8 14:50,38.83,-134.506216,165.493784
2025/2/8 14:51,38.85,-6.611585243,293.3884148
2025/2/8 14:52,38.87,-39.99643841,260.0035616
2025/2/8 14:53,38.88,-71.48961763,228.5103824
2025/2/8 14:54,38.9,-59.33989651,240.6601035
2025/2/8 14:55,38.92,-31.96606411,268.0339359
2025/2/8 14:56,38.93,-110.122774,189.877226
2025/2/8 14:57,38.95,4.893017942,304.8930179
2025/2/8 14:58,38.97,-8.940057792,291.0599422
2025/2/8 14:59,38.98,-34.88253478,265.1174652
2025/2/8 15:00,39,-57.74390162,242.2560984
2025/2/8 15:01,39.02,-86.96236812,213.0376319
2025/2/8 15:02,39.03,-80.27262953,219.7273705
2025/2/8 15:03,39.05,-36.78428869,263.2157113
2025/2/8 15:04,39.07,-58.44277938,241.5572206
2025/2/8 15:05,39.08,-125.6257644,174.3742356
2025/2/8 15:06,39.1,-61.35925005,238.64075
2025/2/8 15:07,39.12,-31.11598683,268.8840132
2025/2/8 15:08,39.13,-64.75283919,235.2471608
2025/2/8 15:09,39.15,-51.0944829,248.9055171
2025/2/8 15:10,39.17,-85.91069149,214.0893085
2025/2/8 15:11,39.18,13.8742692,313.8742692
2025/2/8 15:12,39.2,-39.9359586,260.0640414
2025/2/8 15:13,39.22,-3.530475102,296.4695249
2025/2/8 15:14,39.23,-125.8878436,174.1121564
2025/2/8 15:15,39.25,-72.72945367,227.2705463
2025/2/8 15:16,39.27,-120.118742,179.881258
2025/2/8 15:17,39.28,-30.11135004,269.88865
2025/2/8 15:18,39.3,-67.0611518,232.9388482
2025/2/8 15:19,39.32,-95.89657953,204.1034205
2025/2/8 15:20,39.33,27.05214703,327.052147
2025/2/8 15:21,39.35,-14.06068141,285.9393186
2025/2/8 15:22,39.37,-47.20697534,252.7930247
2025/2/8 15:23,39.38,8.582286137,308.5822861
2025/2/8 15:24,39.4,40.82474296,340.824743
2025/2/8 15:25,39.42,-4.383912371,295.6160876
2025/2/8 15:26,39.43,-9.474296082,290.5257039
2025/2/8 15:27,39.45,-109.4675761,190.5324239
2025/2/8 15:28,39.47,-2.502318393,297.4976816
2025/2/8 15:29,39.48,-20.43458101,279.565419
2025/2/8 15:30,39.5,-17.19891136,282.8010886
2025/2/8 15:31,39.52,2.231906458,302.2319065
2025/2/8 15:32,39.53,4.960217727,304.9602177
2025/2/8 15:33,39.55,-51.15160271,248.8483973
2025/2/8 15:34,39.57,-31.38814596,268.611854
2025/2/8 15:35,39.58,-36.19629057,263.8037094
2025/2/8 15:36,39.6,-56.8736644,243.1263356
2025/2/8 15:37,39.62,-27.36287884,272.6371212
2025/2/8 15:38,39.63,48.30407903,348.304079
2025/2/8 15:39,39.65,-86.35085008,213.6491499
2025/2/8 15:40,39.67,-41.04811505,258.951885
2025/2/8 15:41,39.68,-41.16571467,258.8342853
2025/2/8 15:42,39.7,-59.07781735,240.9221827
2025/2/8 15:43,39.72,-14.3429205,285.6570795
2025/2/8 15:44,39.73,-24.7824071,275.2175929
2025/2/8 15:45,39.75,-22.99489282,277.0051072
2025/2/8 15:46,39.77,13.55171023,313.5517102
2025/2/8 15:47,39.78,-0.832403736,299.1675963
2025/2/8 15:48,39.8,-80.47086889,219.5291311
2025/2/8 15:49,39.82,-24.4699281,275.5300719
2025/2/8 15:50,39.83,45.11880922,345.1188092
2025/2/8 15:51,39.85,-76.79840065,223.2015994
2025/2/8 15:52,39.87,-2.51575835,297.4842417
2025/2/8 15:53,39.88,-16.66131308,283.3386869
2025/2/8 15:54,39.9,22.01552315,322.0155232
2025/2/8 15:55,39.92,4.758618372,304.7586184
2025/2/8 15:56,39.93,-25.22928567,274.7707143
2025/2/8 15:57,39.95,-63.3114038,236.6885962
2025/2/8 15:58,39.97,-33.9988576,266.0011424
2025/2/8 15:59,39.98,-81.76446475,218.2355353
2025/2/8 16:00,40,-11.32565016,288.6743498
2025/2/8 16:01,40.02,-67.44419058,232.5558094
2025/2/8 16:02,40.03,-75.20576574,224.7942343
2025/2/8 16:03,40.05,-63.01572475,236.9842753
2025/2/8 16:04,40.07,-54.00423359,245.9957664
2025/2/8 16:05,40.08,-67.27955111,232.7204489
2025/2/8 16:06,40.1,-12.94516498,287.054835
2025/2/8 16:07,40.12,41.70842013,341.7084201
2025/2/8 16:08,40.13,13.50467039,313.5046704
2025/2/8 16:09,40.15,39.02378872,339.0237887
2025/2/8 16:10,40.17,4.331899738,304.3318997
2025/2/8 16:11,40.18,-53.86311404,246.136886
2025/2/8 16:12,40.2,32.30381023,332.3038102
2025/2/8 16:13,40.22,-39.15308111,260.8469189
2025/2/8 16:14,40.23,0.619111619,300.6191116
2025/2/8 16:15,40.25,-26.79504066,273.2049593
2025/2/8 16:16,40.27,0.508231974,300.508232
2025/2/8 16:17,40.28,-37.84604529,262.1539547
2025/2/8 16:18,40.3,-4.007593576,295.9924064
2025/2/8 16:19,40.32,-15.17283785,284.8271622
2025/2/8 16:20,40.33,-63.65412271,236.3458773
2025/2/8 16:21,40.35,-27.73919763,272.2608024
2025/2/8 16:22,40.37,-50.26120556,249.7387944
2025/2/8 16:23,40.38,-14.72595928,285.2740407
2025/2/8 16:24,40.4,-22.58161414,277.4183859
2025/2/8 16:25,40.42,-54.78711108,245.2128889
2025/2/8 16:26,40.43,-12.81412539,287.1858746
2025/2/8 16:27,40.45,-9.894294738,290.1057053
2025/2/8 16:28,40.47,-34.73469525,265.2653048
2025/2/8 16:29,40.48,-20.55554062,279.4444594
2025/2/8 16:30,40.5,-67.23923123,232.7607688
2025/2/8 16:31,40.52,-67.8137894,232.1862106
2025/2/8 16:32,40.53,-74.69504738,225.3049526
2025/2/8 16:33,40.55,-43.53786708,256.4621329
2025/2/8 16:34,40.57,-45.83945971,254.1605403
